canton_name,hospital,Hospital_type,Number_of_outpatient_consultations,"Number_of_care_days_(inpatient,_without_discharge_day",Number_of_healthy_newborns_(inpatient_treatment),Number_of_operating_rooms,Number_of_delivery_rooms,MRI,CT,PET,CC,LB,Lito,Angio,Dia,Physicians,physicians in training,Nursing staff,Other medical personnel,Total staff,"MRI, outpatient","MRI, inpatient","CT, outpatient","CT, inpatient","Angiography, outpatient","Angiography, inpatient","Dialysis, outpatient","Dialysis, inpatient",City,lat,lng
Fribourg,HFR - Hôpital fribourgeois,Hospital lvl2,474143.0,156180.0,875.0,15.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,535.15,0.0,1212.54,289.41,2788.49,2265.33333333333,573.666666666667,2445.0,1690.4,1169.0,793.0,341.611111111111,20.4166666666667,Fribourg,46.8,7.15
Fribourg,HFR - Hôpital fribourgeois,Hospital lvl2,474143.0,156180.0,875.0,15.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,535.15,0.0,1212.54,289.41,2788.49,2015.0,618.0,2374.4,1862.6,669.0,909.0,355.055555555556,16.0833333333333,Fribourg,46.8,7.15
Fribourg,Hôpital Jules Daler,Hospital lvl4,3833.0,19829.0,1392.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,146.51,10.11,230.58,,,,,,,,,Fribourg,46.8,7.15
Fribourg,Hôpital Jules Daler,Hospital lvl4,3833.0,19829.0,1392.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,146.51,10.11,230.58,,,,,,,,,Fribourg,46.8,7.15
Fribourg,Hôpital Jules Daler,Hospital lvl4,3833.0,19829.0,1392.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,145.38,12.01,230.69,,,,,,,,,Fribourg,46.8,7.15
Fribourg,Hôpital Jules Daler,Hospital lvl4,3833.0,19829.0,1392.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,145.38,12.01,230.69,,,,,,,,,Fribourg,46.8,7.15
Fribourg,Réseau fribourgeois de santé mentale - RFSM Centre de soins hospitaliers,Psychiatric hospital lvl1,61309.0,58547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.25,31.65,183.73,48.04,458.29,,,,,,,,,Marsens,46.65,7.0667
Fribourg,Réseau fribourgeois de santé mentale - RFSM Centre de soins hospitaliers,Psychiatric hospital lvl1,61309.0,58547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.25,31.65,183.73,48.04,458.29,,,,,,,,,Marsens,46.65,7.0667
Fribourg,Réseau fribourgeois de santé mentale - RFSM Centre de soins hospitaliers,Psychiatric hospital lvl1,61309.0,58547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.76,39.83,190.21,47.35,477.09,,,,,,,,,Marsens,46.65,7.0667
Fribourg,Réseau fribourgeois de santé mentale - RFSM Centre de soins hospitaliers,Psychiatric hospital lvl1,61309.0,58547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.76,39.83,190.21,47.35,477.09,,,,,,,,,Marsens,46.65,7.0667
Fribourg,SMN - Clinique Générale - Ste-Anne SA,clinic: Surgery,463.0,9510.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.16,32.96,126.94,,,,,,,,,Fribourg,46.8,7.15
Fribourg,SMN - Clinique Générale - Ste-Anne SA,clinic: Surgery,463.0,9510.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.16,32.96,126.94,,,,,,,,,Fribourg,46.8,7.15
Fribourg,SMN - Clinique Générale - Ste-Anne SA,clinic: Surgery,463.0,9510.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.67,27.94,113.49,,,,,,,,,Fribourg,46.8,7.15
Fribourg,SMN - Clinique Générale - Ste-Anne SA,clinic: Surgery,463.0,9510.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.67,27.94,113.49,,,,,,,,,Fribourg,46.8,7.15
Fribourg,Maison de Naissance le Petit Prince,clinic: Gynecology / Neonatology,1480.0,1072.0,187.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82,0.0,8.6,,,,,,,,,Villars­sur­Glâne,,
Fribourg,Maison de Naissance le Petit Prince,clinic: Gynecology / Neonatology,1480.0,1072.0,187.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82,0.0,8.6,,,,,,,,,Villars­sur­Glâne,,
Fribourg,Maison de Naissance le Petit Prince,clinic: Gynecology / Neonatology,1480.0,1072.0,187.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,9.07,,,,,,,,,Villars­sur­Glâne,,
Fribourg,Maison de Naissance le Petit Prince,clinic: Gynecology / Neonatology,1480.0,1072.0,187.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,9.07,,,,,,,,,Villars­sur­Glâne,,
Genève,Les Hôpitaux Universitaires de Genève HUG,Hospital lvl1,1074645.0,559587.0,3137.0,42.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1916.51,998.66,4594.12,1109.74,11125.69,1473.44444444444,700.666666666667,3362.5,3451.66666666667,172.0,482.333333333333,251.071428571429,228.964285714286,Genève,,
Genève,Les Hôpitaux Universitaires de Genève HUG,Hospital lvl1,1074645.0,559587.0,3137.0,42.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1916.51,998.66,4594.12,1109.74,11125.69,1366.66666666667,685.333333333333,3060.33333333333,3402.66666666667,138.666666666667,492.666666666667,255.48275862069,102.0,Genève,,
Genève,Les Hôpitaux Universitaires de Genève HUG,Hospital lvl1,1074645.0,559587.0,3137.0,42.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2034.89,1060.35,5020.78,1177.05,11833.03,1473.44444444444,700.666666666667,3362.5,3451.66666666667,172.0,482.333333333333,251.071428571429,228.964285714286,Genève,,
Genève,Les Hôpitaux Universitaires de Genève HUG,Hospital lvl1,1074645.0,559587.0,3137.0,42.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2034.89,1060.35,5020.78,1177.05,11833.03,1366.66666666667,685.333333333333,3060.33333333333,3402.66666666667,138.666666666667,492.666666666667,255.48275862069,102.0,Genève,,
Genève,Hôpital de la Tour,Hospital lvl3,302391.0,41189.0,474.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,22.09,13.94,329.75,103.87,747.09,3017.0,86.6666666666667,4088.5,466.0,923.0,586.5,969.142857142857,27.0,Meyrin,46.2322,6.0791
Genève,Hôpital de la Tour,Hospital lvl3,302391.0,41189.0,474.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,22.09,13.94,329.75,103.87,747.09,2881.33333333333,140.0,4759.0,518.0,935.5,680.5,655.428571428571,33.2857142857143,Meyrin,46.2322,6.0791
Genève,Hôpital de la Tour,Hospital lvl3,302391.0,41189.0,474.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,44.36,33.26,413.16,127.96,921.81,3017.0,86.6666666666667,4088.5,466.0,923.0,586.5,969.142857142857,27.0,Meyrin,46.2322,6.0791
Genève,Hôpital de la Tour,Hospital lvl3,302391.0,41189.0,474.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,44.36,33.26,413.16,127.96,921.81,2881.33333333333,140.0,4759.0,518.0,935.5,680.5,655.428571428571,33.2857142857143,Meyrin,46.2322,6.0791
Genève,Clinique des Grangettes SA,Hospital lvl4,38610.0,24834.0,831.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.51,0.0,243.26,44.09,470.66,,,,,,,,,Chêne­Bougeries,,
Genève,Clinique des Grangettes SA,Hospital lvl4,38610.0,24834.0,831.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.51,0.0,243.26,44.09,470.66,3704.0,0.0,3201.5,0.0,647.0,739.0,,,Chêne­Bougeries,,
Genève,Clinique des Grangettes SA,Hospital lvl4,38610.0,24834.0,831.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.33,0.0,273.72,47.19,515.41,,,,,,,,,Chêne­Bougeries,,
Genève,Clinique des Grangettes SA,Hospital lvl4,38610.0,24834.0,831.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.33,0.0,273.72,47.19,515.41,3704.0,0.0,3201.5,0.0,647.0,739.0,,,Chêne­Bougeries,,
Genève,Clinique Générale-Beaulieu,Hospital lvl4,25098.0,19192.0,630.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,191.63,27.25,353.03,1945.0,33.0,1823.5,268.5,0.0,2.0,,,Genève,,
Genève,Clinique Générale-Beaulieu,Hospital lvl4,25098.0,19192.0,630.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,191.63,27.25,353.03,2415.0,113.5,2003.5,267.0,0.0,0.0,,,Genève,,
Genève,Clinique Générale-Beaulieu,Hospital lvl4,25098.0,19192.0,630.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,197.74,29.22,354.78,1945.0,33.0,1823.5,268.5,0.0,2.0,,,Genève,,
Genève,Clinique Générale-Beaulieu,Hospital lvl4,25098.0,19192.0,630.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,197.74,29.22,354.78,2415.0,113.5,2003.5,267.0,0.0,0.0,,,Genève,,
Genève,Clinique du Grand-Salève Sàrl,Psychiatric hospital lvl2,0.0,12576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,21.28,4.42,45.73,,,,,,,,,Veyrier,46.1667,6.1833
Genève,Clinique du Grand-Salève Sàrl,Psychiatric hospital lvl2,0.0,12576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,21.28,4.42,45.73,,,,,,,,,Veyrier,46.1667,6.1833
Genève,Clinique du Grand-Salève Sàrl,Psychiatric hospital lvl2,0.0,12576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.0,22.6,5.57,47.74,,,,,,,,,Veyrier,46.1667,6.1833
Genève,Clinique du Grand-Salève Sàrl,Psychiatric hospital lvl2,0.0,12576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.0,22.6,5.57,47.74,,,,,,,,,Veyrier,46.1667,6.1833
Genève,Clinique Belmont,Psychiatric hospital lvl2,4926.0,8127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,15.05,9.08,36.26,,,,,,,,,Genève,,
Genève,Clinique Belmont,Psychiatric hospital lvl2,4926.0,8127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,15.05,9.08,36.26,,,,,,,,,Genève,,
Genève,Clinique Belmont,Psychiatric hospital lvl2,4926.0,8127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.11,14.26,8.41,34.94,,,,,,,,,Genève,,
Genève,Clinique Belmont,Psychiatric hospital lvl2,4926.0,8127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.11,14.26,8.41,34.94,,,,,,,,,Genève,,
Genève,Clinique de Maisonneuve SA,Rehabilitation clinic,0.0,13976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,27.33,6.91,65.08,,,,,,,,,Châtelaine,,
Genève,Clinique de Maisonneuve SA,Rehabilitation clinic,0.0,13976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,27.33,6.91,65.08,,,,,,,,,Châtelaine,,
Genève,Clinique de Maisonneuve SA,Rehabilitation clinic,0.0,13976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,24.38,7.18,60.63,,,,,,,,,Châtelaine,,
Genève,Clinique de Maisonneuve SA,Rehabilitation clinic,0.0,13976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,24.38,7.18,60.63,,,,,,,,,Châtelaine,,
Genève,Clinique Les Hauts dAnières,Rehabilitation clinic,540.0,11518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Genève,Clinique la Colline,clinic: Surgery,19334.0,16144.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,0.37,134.27,8.14,234.23,,,,,,,,,Genève,,
Genève,Clinique la Colline,clinic: Surgery,19334.0,16144.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,0.37,134.27,8.14,234.23,,,,,,,,,Genève,,
Genève,Clinique la Colline,clinic: Surgery,19334.0,16144.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.58,2.38,141.76,8.37,252.69,,,,,,,,,Genève,,
Genève,Clinique la Colline,clinic: Surgery,19334.0,16144.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.58,2.38,141.76,8.37,252.69,,,,,,,,,Genève,,
Genève,Clinique des Vergers SA,clinic: Surgery,9026.0,1597.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Meyrin,46.2322,6.0791
Genève,Clinique des Vergers SA,clinic: Surgery,9026.0,1597.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Meyrin,46.2322,6.0791
Genève,Clinique des Vergers SA,clinic: Surgery,9026.0,1597.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Meyrin,46.2322,6.0791
Genève,Clinique des Vergers SA,clinic: Surgery,9026.0,1597.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Meyrin,46.2322,6.0791
Genève,Clinique de la Plaine,clinic: Surgery,1549.0,289.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,10.79,0.0,17.39,,,,,,,,,Genève,,
Genève,Clinique de la Plaine,clinic: Surgery,1549.0,289.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,10.79,0.0,17.39,,,,,,,,,Genève,,
Genève,Clinique de la Plaine,clinic: Surgery,1549.0,289.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,12.55,0.0,19.21,,,,,,,,,Genève,,
Genève,Clinique de la Plaine,clinic: Surgery,1549.0,289.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,12.55,0.0,19.21,,,,,,,,,Genève,,
Genève,Clinique de Carouge AG,clinic: Surgery,13020.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,1.57,36.34,1.67,58.19,,,,,,,,,Carouge GE,,
Genève,Clinique de Carouge AG,clinic: Surgery,13020.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,1.57,36.34,1.67,58.19,,,,,,,,,Carouge GE,,
Genève,Clinique de Carouge AG,clinic: Surgery,13020.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Carouge GE,,
Genève,Clinique de Carouge AG,clinic: Surgery,13020.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Carouge GE,,
Genève,Maison de naissance La Roseraie,clinic: Gynecology / Neonatology,0.0,501.0,116.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,3.09,,,,,,,,,Genève,,
Genève,Maison de naissance La Roseraie,clinic: Gynecology / Neonatology,0.0,501.0,116.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,3.09,,,,,,,,,Genève,,
Genève,Maison de naissance La Roseraie,clinic: Gynecology / Neonatology,0.0,501.0,116.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,3.5,,,,,,,,,Genève,,
Genève,Maison de naissance La Roseraie,clinic: Gynecology / Neonatology,0.0,501.0,116.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,3.5,,,,,,,,,Genève,,
Glarus,Kantonsspital Glarus,Hospital lvl4,79483.0,26784.0,287.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,69.64,8.37,174.11,77.07,480.32,4115.0,415.0,2433.0,1473.0,390.0,51.0,491.0,35.0,Glarus,47.0333,9.0667
Glarus,Kantonsspital Glarus,Hospital lvl4,79483.0,26784.0,287.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,69.64,8.37,174.11,77.07,480.32,4001.0,459.0,2703.0,1530.0,322.0,24.0,394.75,21.0,Glarus,47.0333,9.0667
Glarus,Kantonsspital Glarus,Hospital lvl4,79483.0,26784.0,287.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,74.03,35.81,185.73,82.65,504.88,4115.0,415.0,2433.0,1473.0,390.0,51.0,491.0,35.0,Glarus,47.0333,9.0667
Glarus,Kantonsspital Glarus,Hospital lvl4,79483.0,26784.0,287.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,74.03,35.81,185.73,82.65,504.88,4001.0,459.0,2703.0,1530.0,322.0,24.0,394.75,21.0,Glarus,47.0333,9.0667
Glarus,RehaClinic Braunwald,Rehabilitation clinic,821.0,11833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.0,6.51,10.81,31.57,,,,,,,,,Braunwald,,
Glarus,RehaClinic Braunwald,Rehabilitation clinic,821.0,11833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.0,6.51,10.81,31.57,,,,,,,,,Braunwald,,
Glarus,RehaClinic Braunwald,Rehabilitation clinic,821.0,11833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,8.44,11.19,32.91,,,,,,,,,Braunwald,,
Glarus,RehaClinic Braunwald,Rehabilitation clinic,821.0,11833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,8.44,11.19,32.91,,,,,,,,,Braunwald,,
Glarus,RehaClinic Glarus,Rehabilitation clinic,0.0,4528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.79,2.56,18.93,,,,,,,,,Glarus,47.0333,9.0667
Glarus,RehaClinic Glarus,Rehabilitation clinic,0.0,4528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.79,2.56,18.93,,,,,,,,,Glarus,47.0333,9.0667
Glarus,RehaClinic Glarus,Rehabilitation clinic,0.0,4528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.2,2.95,19.68,,,,,,,,,Glarus,47.0333,9.0667
Glarus,RehaClinic Glarus,Rehabilitation clinic,0.0,4528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.2,2.95,19.68,,,,,,,,,Glarus,47.0333,9.0667
Graubünden,Kantonsspital Graubünden,Hospital lvl2,414729.0,88701.0,1053.0,12.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,321.31,116.01,711.89,260.47,1830.62,5059.5,1280.5,7680.5,6396.5,5841.0,2402.0,430.684210526316,22.3684210526316,Chur,46.8521,9.5297
Graubünden,Kantonsspital Graubünden,Hospital lvl2,414729.0,88701.0,1053.0,12.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,321.31,116.01,711.89,260.47,1830.62,5129.0,1248.0,7768.0,6665.5,5165.0,2175.0,468.789473684211,25.2105263157895,Chur,46.8521,9.5297
Graubünden,Kantonsspital Graubünden,Hospital lvl2,414729.0,88701.0,1053.0,12.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,339.62,128.81,706.3,292.62,1903.01,5059.5,1280.5,7680.5,6396.5,5841.0,2402.0,430.684210526316,22.3684210526316,Chur,46.8521,9.5297
Graubünden,Kantonsspital Graubünden,Hospital lvl2,414729.0,88701.0,1053.0,12.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,339.62,128.81,706.3,292.62,1903.01,5129.0,1248.0,7768.0,6665.5,5165.0,2175.0,468.789473684211,25.2105263157895,Chur,46.8521,9.5297
Graubünden,Spital Oberengadin,Hospital lvl4,44542.0,10358.0,125.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,45.52,18.28,90.11,26.36,275.68,2093.0,198.0,1573.0,984.0,,,138.0,0.0,Samedan,46.5336,9.8719
Graubünden,Spital Oberengadin,Hospital lvl4,44542.0,10358.0,125.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,45.52,18.28,90.11,26.36,275.68,1960.0,164.0,1656.0,1027.0,,,115.666666666667,4.66666666666667,Samedan,46.5336,9.8719
Graubünden,Spital Oberengadin,Hospital lvl4,44542.0,10358.0,125.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,45.78,18.33,86.95,26.06,275.23,2093.0,198.0,1573.0,984.0,,,138.0,0.0,Samedan,46.5336,9.8719
Graubünden,Spital Oberengadin,Hospital lvl4,44542.0,10358.0,125.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,45.78,18.33,86.95,26.06,275.23,1960.0,164.0,1656.0,1027.0,,,115.666666666667,4.66666666666667,Samedan,46.5336,9.8719
Graubünden,Flury Stiftung Spital Schiers,Hospital lvl4,21786.0,10160.0,176.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,26.69,9.83,76.19,28.83,180.21,1711.0,315.0,1088.0,1067.0,1.0,159.0,,,Schiers,46.9664,9.6833
Graubünden,Flury Stiftung Spital Schiers,Hospital lvl4,21786.0,10160.0,176.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,26.69,9.83,76.19,28.83,180.21,1778.0,263.0,1285.0,1245.0,2.0,116.0,,,Schiers,46.9664,9.6833
Graubünden,Flury Stiftung Spital Schiers,Hospital lvl4,21786.0,10160.0,176.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,27.43,10.67,75.31,27.17,178.6,1711.0,315.0,1088.0,1067.0,1.0,159.0,,,Schiers,46.9664,9.6833
Graubünden,Flury Stiftung Spital Schiers,Hospital lvl4,21786.0,10160.0,176.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,27.43,10.67,75.31,27.17,178.6,1778.0,263.0,1285.0,1245.0,2.0,116.0,,,Schiers,46.9664,9.6833
Graubünden,Regionalspital Surselva AG,Hospital lvl4,13453.0,9588.0,133.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.21,10.66,76.18,32.31,189.34,2182.0,202.0,2098.0,1088.0,,,,,Ilanz,,
Graubünden,Regionalspital Surselva AG,Hospital lvl4,13453.0,9588.0,133.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.21,10.66,76.18,32.31,189.34,2232.0,204.0,2445.0,1279.0,,,,,Ilanz,,
Graubünden,Regionalspital Surselva AG,Hospital lvl4,13453.0,9588.0,133.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.56,11.13,80.22,33.01,198.21,2182.0,202.0,2098.0,1088.0,,,,,Ilanz,,
Graubünden,Regionalspital Surselva AG,Hospital lvl4,13453.0,9588.0,133.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.56,11.13,80.22,33.01,198.21,2232.0,204.0,2445.0,1279.0,,,,,Ilanz,,
Graubünden,Spital Davos AG Akutabteilung,Hospital lvl4,23734.0,7305.0,90.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.26,11.19,76.57,40.39,238.42,,,977.0,964.0,,,180.2,3.4,Davos Platz,,
Graubünden,Spital Davos AG Akutabteilung,Hospital lvl4,23734.0,7305.0,90.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.26,11.19,76.57,40.39,238.42,,,1077.0,618.0,,,162.0,3.4,Davos Platz,,
Graubünden,Spital Davos AG Akutabteilung,Hospital lvl4,23734.0,7305.0,90.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,30.54,10.67,70.81,40.5,227.82,,,977.0,964.0,,,180.2,3.4,Davos Platz,,
Graubünden,Spital Davos AG Akutabteilung,Hospital lvl4,23734.0,7305.0,90.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,30.54,10.67,70.81,40.5,227.82,,,1077.0,618.0,,,162.0,3.4,Davos Platz,,
Graubünden,Center da Sanda Engiadina Bassa Ospidal dEngiadina Bassa,Hospital lvl5,9034.0,6880.0,47.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Graubünden,Spital Thusis,Hospital lvl5,26853.0,6400.0,156.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.29,8.04,77.67,25.68,174.62,,,561.0,275.0,,,,,Thusis,46.6885,9.4328
Graubünden,Spital Thusis,Hospital lvl5,26853.0,6400.0,156.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.29,8.04,77.67,25.68,174.62,385.0,15.0,555.0,283.0,,,,,Thusis,46.6885,9.4328
Graubünden,Spital Thusis,Hospital lvl5,26853.0,6400.0,156.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.39,8.07,61.01,33.16,157.98,,,561.0,275.0,,,,,Thusis,46.6885,9.4328
